titulo,tipo,artista,fecha-lanzamiento,generos
Para los pibes,Album,Damas Gratis,2001,"latin, cumbia villera"
Amor Entre Mujeres,Album,Dalila,2001,"latin, cumbia"
Marcando terreno,Album,Joe Arroyo,2001,"salsa, latin, cumbia"
Historia musical 30 pegaditas,Album,Los Ángeles Azules,2001,"latin, cumbia"
Shhh!,Album,A.B. Quintanilla,2001,"latin pop, cumbia, cumbia rap, r&b"
Arriba las manos,Album,Los Pibes Chorros,2001,"latin, cumbia villera"
100% villero,Album,Yerba Brava,2001,cumbia villera
Para vos basuura,Album,Mala Fama,2001,"latin, cumbia"
Una lluvia de rosas,Album,Los Ángeles Azules,2001,cumbia
De la cabeza con Bersuit Vergarabat,Album,Bersuit Vergarabat,2002,"rock, latin, candombe, cumbia"
Ela sto rythmo,Album,Vasilikos Social Club,2002,"folk, bossa nova, salsa, latin, rumba, cumbia, rebetiko"
Con sindrome de abstinencia,Album,Los Gedes,2002,"rock, ska, latin, cumbia"
Corriendo la coneja,Album,Yerba Brava,2002,"latin, cumbia, cumbia villera"
Fiesta Latino,Album,Various Artists,2002,"electronic, samba, salsa, latin, reggaeton, euro house, rumba, cumbia, mambo"
Se rompieron los termómetros,Album,Manolito y su Trabuco,2002,"latin, cumbia, bolero, guaracha"
Operación Damas Gratis,Album,Damas Gratis,2002,"latin, cumbia villera"
Solo le pido a Dios,Album,Los Pibes Chorros,2002,"latin, cumbia villera"
El más buscado,Album,Organización X,2002,"latin, cumbia"
El más buscado,Album,Organización X,2002,"latin, cumbia"
La tumbadora,Album,Jazmín,2002,"electronic, latin, cumbia"
Bate Que Bate,Album,Mayonesa,2002,"pop, latin, cumbia"
Y la señora imaginación,Album,Chico Trujillo,2003,"latin, cumbia, pachanga"
Sin pelos en la lengua,Album,Los Picantes,2003,"rock, ska, latin, cumbia, pachanga, ranchera"
Criando cuervos,Album,Los Pibes Chorros,2003,"latin, cumbia villera"
Colors Music: Cumbia,Album,Various Artists,2003,"electronic, folk, country, world, latin, cumbia"
STE CD 12 - Afro Tribe,Album,DJ Stefan Egger,2003,"electronic, pop, reggae, latin, reggaeton, euro house, cumbia"
4,Album,A.B. Quintanilla III,2003,"r b, latin, cumbia, r&b"
Tercer cordón,Album,Willy Polvorón,2003,"blues, comedy, blues rock, ballad, rock and roll, comedy rock, latin, candombe, cumbia, latin ballad, cuarteto, murga, cumbia argentina"
The Rough Guide to the Music of Venezuela,Album,Various Artists,2003,"folk, blues, salsa, latin, rough guide, cumbia"
Gracias a vos,Album,Amar Azul,2003,"latin, cumbia"
La lata,Album,Super Mer Ka 2,2003,"latin, cumbia"
TFF Rudolstadt 2003,Album,Various Artists,2003,"jazz, folk, samba, salsa, polka, latin, mariachi, cumbia, tff rudolstadt"
Movimiento popular,Album,Grupo Fantasma,2004,"rock, reggae, latin, cumbia"
Sigue tu camino: Versiones y remixes,Album,Los Auténticos Decadentes,2004,"rock, pop, alternative rock, latin, cumbia, pachanga"
De México a Paraguay,Album,Tlen Huicani,2004,"latin, cumbia, danzón"
Kiñe Newen Tüin - Una Sola Fuerza,Album,Sandino Rockers,2004,"rock, pop, punk, ska, reggae, latin, cumbia"
Toulouse,Album,Sagarroi,2004,"rock, punk, ska, latin, cumbia"
100% negro cumbiero,Album,Damas Gratis,2004,"latin, cumbia villera"
Dances of Resistance,Album,Babylon Circus,2004,"rock, alternative rock, ska, reggae, latin, cumbia, pachanga"
Vuela,Album,Ráfaga,2004,"latin, cumbia"
Ska Cubano,Album,Ska Cubano,2004,"ska, reggae, world, latin, cumbia"
Loteria de la Cumbia Lounge,Album,Charanga Cakewalk,2004,"rock, world, latin, cumbia, tejano"
Una sangre: One Blood,Album,Lila Downs,2004,"folk, 2004, world, 2000s, latin, mexico, cumbia"
Fuego,Single,A.B. Quintanilla III,2004,"electronic, latin, tribal house, cumbia"
La camisa negra,Single,Juanes,2004,"rock, electronic, pop, pop rock, latin, cumbia"
Sigue La Locura,Album,Altos Cumbieros,2004,"latin, cumbia"
Welcome to Haiti: Creole 101,Album,Wyclef Jean,2004,"rock, hip hop, latin, reggaeton, merengue, cumbia"
Fuego,Album,A.B. Quintanilla III,2004,"folk, latin pop, latin, cumbia"
Fuego,Single,A.B. Quintanilla III,2004,"electronic, latin, tribal house, cumbia"
Indifirentes a todo,Album,Eh!!! Guacho,2005,"latin, cumbia"
El Faraon de la Chicha Vol.1,Album,Chacalón y la Nueva Crema,2005,"latin, cumbia"
Sin Remedio,Album,Damas Gratis,2005,"latin, cumbia villera"
Cantando y tomando,Album,Ricky Naranjo y Los Gamblers,2005,"latin, cumbia, ranchera, tejano, corrido"
Se armó la moña en carnaval,Album,Joe Arroyo,2005,"reggae, salsa, latin, reggaeton, cumbia, compas, champeta"
Méjico máxico,Album,Mexican Institute of Sound,2005,"rock, electronic, house, electro, hip hop, latin, cumbia"
La niña buena,Album,Mariana,2005,"latin, cumbia"
El Faraon de la Chicha Vol.1,Album,Chacalón y la Nueva Crema,2005,"latin, cumbia"
Putumayo Presents: Latin Lounge,Album,Various Artists,2005,"electronic, downtempo, tango, lounge, latin, cumbia"
Señor Coconut Presents Coconut FM,Album,Señor Coconut,2005,"electronic, hip-hop, hip hop, funk, latin, reggaeton, freestyle, cumbia"
Indifirentes a todo,Album,Eh!!! Guacho,2005,"latin, cumbia"
Mofongo Para el Alma,Album,Quantic,2006,"funk, salsa, latin, rumba, cumbia, mambo, descarga, boogaloo, plena"
Chicano Zen,Album,Charanga Cakewalk,2006,"rock, latin, cumbia, tejano"
Comes Alive,Album,Grupo Fantasma,2006,"rock, salsa, latin, cumbia"
Latin Garden 2,Album,Various Artists,2006,"reggae, tango, bossa nova, latin, reggaeton, cumbia, ragga"
Putumayo Presents: ¡Baila! A Latin Dance Party,Album,Various Artists,2006,"salsa, latin, cumbia"
New York Latin Hits,Album,Blanca Star Olivera,2006,"latin pop, tropical, cumbia & salsa"
Deux Mille Deux / Oh Ba Ju Li,EP,Sygaire,2006,"electronic, zouk, latin, broken beat, cumbia, tropical house"
Caribe Mix 2006,Album,Various Artists,2006,"reggae, latin, cumbia"
Panamericana,Album,Las Rubias del Norte,2006,"latin, cumbia, chachachá"
Erste Welt,Album,Raggabund,2006,"hip hop, reggae, latin, cumbia, ragga"
Destino,Album,Joe Vasconcellos,2007,"latin, cumbia"
The Roots of Chicha: Psychedelic Cumbias From Peru,Album,Various Artists,2007,"psychedelic rock, peru, cumbia peruana"
Destino,Album,Joe Vasconcellos,2007,"latin, cumbia"
Luaka Bop: The Sound of Sound,Album,Various Artists,2007,"mpb, funk, soul, latin, cumbia"
Recuerdos Inolvidables Vol.2,Album,Chacalón y la Nueva Crema,2007,"latin, cumbia"
Solo,Album,Mario Luis,2007,cumbia
Follow Me,Album,Yerba Buena,2007,"electronic, hip hop, latin, cumbia"
"Perdonalos, no saben lo que hacen",Album,Los Pibes Chorros,2007,"latin, cumbia villera"
Solo para entendidos,Album,Damas Gratis,2007,"latin, cumbia villera"
Colombia! The Golden Age of Discos Fuentes. The Powerhouse of Colombian Music 1960-76,Album,Various Artists,2007,"jazz, salsa, afro-cuban jazz, latin, latin jazz, cumbia"
Recuerdos Inolvidables Vol.2,Album,Chacalón y la Nueva Crema,2007,"latin, cumbia"
Kumbias Gauchito,EP,Chancha Vía Circuito,2007,"electronic, latin, cumbia"
El regreso de los reyes,Album,Cruz Martínez,2007,"latin, cumbia"
"Perdonalos, no saben lo que hacen",Album,Los Pibes Chorros,2007,"latin, cumbia villera"
Kumbia Nena!,Album,Kumbia Queers,2007,"punk, punk rock, cumbia"
La Vida,Album,Tres Muchachos & Compañeros,2007,"salsa, latin, cumbia"
Luz Interpretations,Album,Luz Mob,2007,"electronic, downtempo, reggae, dub, latin, cumbia"
Picotero,Album,Monareta,2008,"electronic, bossa nova, leftfield, latin, cumbia"
La reina de la anarcumbia,Album,Amandititita,2008,"latin, cumbia, norteño"
Lo esencial de las estrellas de La hora azul,Album,Various Artists,2008,"latin, cumbia, bolero, danzón"
"ZZK Sound, Volume 1: Cumbia Digital",Album,Various Artists,2008,"electronic, downtempo, reggae, latin, dancehall, cumbia"
Rodante,Album,Chancha Vía Circuito,2008,"electronic, hip hop, reggae, dub, latin, dancehall, cumbia"
Porque soy sonidero y voy a muchos lugares,Album,DJ /rupture,2008,"electronic, dubstep, hip hop, reggae, latin, dancehall, cumbia"
"Masters of Chicha, Vol. 1",Album,Juaneco y su Combo,2008,"latin, cumbia"
Bersa Discos # 2,EP,Various Artists,2008,"electronic, reggae, latin, cumbia"
El fogotón,Album,Espíritu Docente,2008,"rock, folk, ska, reggae, comedy, comedy rock, latin rock, latin, cumbia, cumbia argentina"
Lo esencial de las estrellas de La hora azul,Album,Various Artists,2008,"latin, cumbia, bolero, danzón"
¡Sonido Amazonico!,Album,Chicha Libre,2008,cumbia
Dejala Corre / El Sapo / Crees Que Soy Sexy,Single,Banda Los Hijos de La Niña Luz,2008,"latin, cumbia"
Death of the Revolution,Album,Quantic,2008,"electronic, downtempo, reggae, dub, latin, cumbia, descarga, boogaloo"
"Masters of Chicha, Vol. 1",Album,Juaneco y su Combo,2008,"latin, cumbia"
Shake Away / Ojo de culebra,Album,Lila Downs,2008,"electronic, pop, folk, world, 2000s, latin, 2008, 00s, cumbia"
Alegrando el Alma,Album,Ecuador Manta,2008,"latin, cumbia, música criolla"
Rodante: Vinyl Sampler,EP,Chancha Vía Circuito,2008,"hip hop, reggae, dub, latin, dancehall, cumbia"
The Rough Guide to Colombian Street Party,Album,Various Artists,2008,"hip hop, reggae, salsa, latin, rough guide, cumbia, champeta"
La gota que rebasó el vaso,Album,Damas Gratis,2008,"latin, cumbia villera"
Bersa Discos # 3,EP,Various Artists,2008,"latin, cumbia"
Época dorada,Album,Los Ángeles Azules,2008,"latin, cumbia"
Baúl musical no. 4: Bailables de todos los tiempos,Album,Various Artists,2008,"tropical, cumbia, bailable"
Plato único bailable,Album,Chico Trujillo,2008,"rock, latin, cumbia"
Mondomix Experience,Album,Various Artists,2008,"jazz, mpb, samba, latin, cumbia"
La manita de fauna,Album,Faauna,2008,"cumbia, moombahton"
Bersa discos,EP,El Hijo de la Cumbia,2008,"electronic, latin, cumbia"
Cumbia,Album,Bareto,2008,"peru, cumbia, bareto"
La manita de Fauna,Album,Fauna,2008,"electronic, latin, cumbia"
Sonidos Gold,Album,Grupo Fantasma,2008,"funk, salsa, latin, cumbia"
Bersa Discos #5,EP,Various Artists,2009,"electronic, hip hop, latin, cumbia"
Crucial Cuts,Album,Fidel Nadal,2009,"reggae, roots reggae, latin, dancehall, cumbia, ragga"
Material de difusión,Album,Los Pibes Chorros,2009,"latin, cumbia villera"
Soy sauce,Album,Mexican Institute of Sound,2009,"electronic, hip hop, latin, cumbia"
Sus éxitos con La Sonora Dinamita,Album,La India Meliyará,2009,"latin, cumbia"
"Panama! 3: Calypso Panameño, Guajira Jazz and Cumbia Tipica on the Isthmus 1960-1975",Album,Various Artists,2009,"reggae, funk, salsa, latin, calypso, cumbia, descarga, boogaloo, guaguancó"
"Panama! 2: Latin Sounds, Cumbia Tropical & Calypso Funk on the Isthmus 1967-77",Album,Various Artists,2009,"funk, salsa, latin, calypso, cumbia, descarga, boogaloo, guaguancó"
Material de difusión,Album,Los Pibes Chorros,2009,"latin, cumbia villera"
A orillas del Magdalena: Coastal Cumbias From Colombia's Discos Fuentes,Album,Various Artists,2009,"latin, cumbia"
Trocitos de madera,Single,La Yegros,2009,"electronic, dubstep, house, latin, cumbia"
Systema Solar,Album,Systema Solar,2009,"electronic, electro, breakbeat, latin, cumbia"
Radio Afro Mexica,Album,B-Side Players,2009,"rock, jazz, reggae, salsa, latin, afrobeat, cumbia"
"¡Gózalo! Bugalú tropical, volume 3",Album,Various Artists,2009,"salsa, latin, cumbia, pachanga, descarga"
Flores para los muertos,Album,Nana Pancha,2009,"rock, punk, ska, reggae, latin, cumbia"
Buzzrock Warrior,Album,Jahdan Blakkamoore,2009,"electronic, dubstep, reggae, latin, dancehall, cumbia"
Espíritu invisible,Album,María y José,2009,"electronic, pop, experimental, new wave, latin, rumba, cumbia, descarga, norteño"
Nueva Cumbia Argentina: The Buenos Aires Implosion,EP,Sonido Martines,2009,"electronic, latin, dancehall, cumbia"
The MexMore LP,Album,Toy Selectah,2009,"electronic, electro, hip hop, latin, cumbia, www djwitek prv pl"
El patrón,Album,Tito “El Bambino”,2009,"pop, reggae, salsa, ballad, latin, dancehall, reggaeton, cumbia, bachata, regueton"
Bersa Discos #6,EP,Sabo,2009,"hip hop, reggae, latin, dancehall, cumbia"
Este Mundo,Album,Rupa & the April Fishes,2009,"folk, reggae, gypsy jazz, latin, latin jazz, cumbia"
Echos Hypnotiques,Album,T.P. Orchestre Poly-Rythmo,2009,"psychedelic, latin, afrobeat, cumbia"
La hija del loco,Album,Sara Hebe,2009,"punk, pop punk, cumbia"
Hold Fast,Album,G.Rag y los Hermanos Patchekos,2009,"rock, pop, jazz, folk, blues, post-bop, latin, cumbia, mambo"
Freestyle de ritmos,Album,El Hijo de la Cumbia,2009,"electronic, latin, dancehall, cumbia, digital cumbia"
Afro-Beat Airways: West African Shock Waves - Ghana & Togo 1972-1978,Album,Various Artists,2010,"afrobeat, cumbia"
La gran estafa del tropipunk,Album,Kumbia Queers,2010,"rock, punk, punk rock, latin, cumbia"
De La Muerte,EP,Dj Dus,2010,"electronic, instrumental, hip hop, latin, cumbia"
Cumbia! Bestial,Album,Various Artists,2010,"rock, electronic, hip hop, reggae, breakbeat, latin, dancehall, cumbia"
Cumbia XXX,EP,Munchi,2010,"electronic, house, reggae, latin, cumbia"
Carajo Colombia,Album,DJ Orion,2010,"breakbeat, salsa, latin, cumbia, baltimore club"
Atropolis,Album,Atropolis,2010,"electronic, dubstep, latin, reggaeton, broken beat, cumbia"
Pitchito,EP,Frente Cumbiero,2010,"latin, cumbia"
Odisea cumbia 3000,Album,Los Chapillacs,2010,"latin, cumbia"
The Lost Cuban Trios of Casa Marina,Album,Various Artists,2010,"latin, cumbia, bolero, ranchera"
Las Americas V.1,Single,Ghislain Poirier,2010,"electronic, house, latin, cumbia, garage house"
Chico de oro,Album,Chico Trujillo,2010,"latin, cumbia"
The Roots of Chicha 2: Psychedelic Cumbias from Peru,Album,Various Artists,2010,cumbia peruana
Alhaja,Album,Miss Bolivia,2010,"hip hop, reggae, latin, dancehall, cumbia"
Actitud calle,Album,Los de Abajo,2010,"rock, ska, hip hop, latin, cumbia"
In Limbo,Album,Rafiralfiro,2010,"electronic, ambient, folk, trip hop, cumbia"
Cumbia XXX,EP,Munchi,2010,"electronic, house, reggae, latin, cumbia"
"Si tenés, mandale mecha",Album,Mala Fama,2010,"latin, cumbia"
En París – Live à FIP,Album,Lila Downs,2010,"jazz, folk, spanish, world, fusion, latin, mexico, cumbia"
Putumayo Presents: Latin Party,Album,Various Artists,2010,"salsa, latin, cumbia"
Independencia Sessions,Album,Sonido San Francisco,2010,"rock, electronica, cumbia"
Escape Room,Album,Very Be Careful,2010,"latin, cumbia, vallenato"
Raw,EP,Donna Summer,2010,"electronic, dubstep, house, breaks, uk garage, cumbia"
Cruzando,EP,DJ Lengua,2010,"electronic, downtempo, experimental, hip hop, latin, cumbia"
Vamos Bien,Album,M.A.K.U. Soundsystem,2010,"punk, psychedelic, afrobeat, cumbia"
Mambo Loco,Album,Aníbal Velásquez y su Conjunto,2010,"latin, cumbia, vallenato"
La caravana mágica,Album,Gustavo Cordera,2010,"cumbia, caravana, cordera, gustavo"
New York Tropical,Album,Various Artists,2010,"electronic, house, latin, cumbia"
Sin salsa no hay paraíso,Album,El Gran Combo de Puerto Rico,2010,"salsa, latin, cumbia"
Fried Speakers,Album,Monareta,2010,"rock, electronic, punk, bossa nova, latin, cumbia"
Hasta agotar stock!,Album,Tio Gasheta,2011,"ska, swing, cumbia, milonga"
Aquí Los Bravos! The Best of Michi Sarmiento y su Combo Bravo 1967-77,Album,Michi Sarmiento y su Combo Bravo,2011,"latin, cumbia, descarga, guaguancó"
Colombia 45,Album,Various Artists,2011,"latin, cumbia"
Ceremony,Album,Mexicans With Guns,2011,"electronic, experimental, hip hop, glitch, latin, cumbia"
Cumbia salvaje,Album,Sonido Gallo Negro,2011,"rock, garage rock, latin, cumbia"
Cartagena! Curro Fuentes and the Big Band Cumbia and Descarga Sound of Colombia 1962-72,Album,Various Artists,2011,"salsa, latin, cumbia, descarga, guaguancó"
Lucho Bermúdez y Su Orquesta,EP,Lucho Bermúdez y su Orquesta,2011,"latin, cumbia"
Te metiste en mi corazón,Album,Antonio Ríos,2011,"latin, cumbia"
Manshines,Album,Faauna,2011,"cumbia, moombahton"
¡Gózalo! Bugalú Tropical Vol.4,Album,Various Artists,2011,"salsa, latin, cumbia, mambo"
Hip Hop En Cumbia EP,EP,Quantic Y Su Conjunto Los Míticos Del Ritmo,2011,"hip hop, latin, cumbia"
¡Gózalo! Bugalú Tropical Vol.4,Album,Various Artists,2011,"salsa, latin, cumbia, mambo"
Afritanga: The Sound of Afrocolombia,Album,Various Artists,2011,"salsa, zouk, latin, cumbia"
Esquivando el éxito,Album,Damas Gratis,2011,"latin, cumbia villera"
El destape,Album,Grupo 2000,2011,"latin, cumbia"
El destape,Album,Grupo 2000,2011,"latin, cumbia"
Leyendas urbanas,Album,Chupacabras,2011,"ska, hip hop, reggae, latin, afrobeat, cumbia"
Colombia 45,Album,Various Artists,2011,"latin, cumbia"
Tropical Discotheque,Album,Sofrito,2011,"disco, salsa, latin, cumbia, vallenato, soukous, timba"
K le pasa (remix),Single,El Dusty,2011,"electronic, latin, electro house, cumbia"
The Original Sound of Cumbia: The History of Colombian Cumbia & Porro as Told by the Phonograph 1948-79,Album,Various Artists,2011,"latin, cumbia, porro, cumbia colombiana"
K le pasa (remix),Single,El Dusty,2011,"electronic, latin, electro house, cumbia"
Cumbias Chichadélicas : Peruvian Psychedelic Chicha,Album,Various Artists,2011,"latin, cumbia, cumbia peruana"
Super bailables del año: Rompe con todo,Album,Various Artists,2011,"salsa, latin, reggaeton, merengue, rumba, cumbia, vallenato"
La Revancha en Cumbia,Album,Gotan Project,2011,"electronic, downtempo, tango, latin, trip hop, cumbia"
K le pasa,Single,El Dusty,2011,"electronic, latin, electro house, cumbia"
La Onda Vampi,Album,Various Artists,2011,"jazz, flamenco, soul, latin, afrobeat, highlife, rumba, cumbia"
Lucho Bermúdez y Su Orquesta,EP,Lucho Bermúdez y su Orquesta,2011,"latin, cumbia"
100% Cumbia,Album,Amar Azul,2011,"latin, cumbia"
Frente Cumbiero Meets Mad Professor,Album,Frente Cumbiero,2011,"latin, cumbia"
Puentera,Album,Sara Hebe,2012,"punk, pop punk, cumbia"
Ves lo que quieres ver,Album,Bareto,2012,"reggae, dub, latin, merengue, cumbia"
El alma y el cuerpo,Single,Bomba Estéreo,2012,"electronic, latin, cumbia"
M.N.D.,EP,M.A.K.U. Soundsystem,2012,"punk, psychedelic, afrobeat, cumbia"
Katakana Edits Vol.08,EP,ManJah,2012,"reggae, soul, breaks, dancehall, cumbia"
Desesperanza,Album,Meridian Brothers,2012,"cumbia, colombian experimental tropical"
Ves lo que quieres ver,Album,Bareto,2012,"reggae, dub, latin, merengue, cumbia"
Llego El Combo,Album,Super Spanish Combo,2012,"hip hop, salsa, latin, cumbia"
One Night in Bogota,EP,Kill Emil,2012,"downtempo, hip hop, latin, cumbia, instrumental hip hop"
Future Sounds of Buenos Aires,Album,Various Artists,2012,"electronic, latin, cumbia"
Coasting EP,EP,Monster Rally,2012,"hip hop, funk, indie, soul, psychedelic, cumbia, exotica"
Tropico Balkanico,Album,La Mercosur,2012,"gypsy jazz, latin, klezmer, cumbia"
Ondatrópica,Album,Ondatrópica,2012,"latin, cumbia"
"Boombahchero, Volume 2",Album,DJ Orion,2012,"salsa, latin, cumbia, baltimore club"
Cumbia Cumbia 1 & 2,Album,Various Artists,2012,"latin, cumbia"
Azul,Album,Roberto López,2012,"latin jazz, cumbia, porro, afro colombian jazz"
Político,Album,Mexican Institute of Sound,2012,"hip hop, latin, podcast, cumbia"
3.0,Album,Orxata Sound System,2012,"electronic, dubstep, hip hop, techno, cumbia, kuduro, moombahton, funk carioca"
Rhythm Revolution,Album,Zumba Fitness,2012,"electronic, house, hip hop, samba, salsa, latin, reggaeton, cumbia"
Más tropical / Que te pasa,Single,Quitapenas,2012,"cumbia, soukous, champeta"
Menu,Single,Qechuaboi,2012,"electronic, dance, latin, cumbia"
Menu,Single,Qechuaboi,2012,"electronic, dance, latin, cumbia"
En son de paz,Album,Frikstailers,2012,"electronic, electro, hip hop, reggae, dub, latin, cumbia"
Unconvention / Ika,Single,Frente Cumbiero,2012,"latin, cumbia"
Maleza,Album,Las Malas Amistades,2012,"rock, pop, folk, experimental, indie rock, latin, cumbia"
Future Sounds of Buenos Aires,Album,Various Artists,2012,"electronic, latin, cumbia"
Supermeng,Album,Los Chavos,2012,"ska, reggae, latin, cumbia"
Diablos del ritmo: The Colombian Melting Pot 1960-1985,Album,Various Artists,2012,"salsa, latin, afrobeat, cumbia, porro, champeta"
Cumbia Beat Vol. 2 (Experimental Guitar-Driven Tropical Sounds From Perú 1966/1983),Album,Various Artists,2012,"psychedelic, latin, cumbia, guaracha"
¡Lo Juimo!,Album,DJ Juan Data,2012,"reggae, latin, cumbia"
Mehr Sound,Album,Raggabund,2012,"hip hop, reggae, latin, dancehall, cumbia, ragga"
Corcorico,EP,Les Fines Pôlettes,2012,"funk, latin, afrobeat, cumbia"
LXTVNY EP,EP,DVVLLXNS,2012,"electronic, dub, dark ambient, musique concrète, cumbia"
Asi tocan los indios,Album,Gaiteros de San Jacinto,2012,"dub, cumbia"
Desesperanza,Album,Meridian Brothers,2012,"cumbia, colombian experimental tropical"
Toma Tu Jabón Kapax,Album,Los Pirañas,2012,"noise, experimental rock, noise rock, latin, cumbia"
La Churumbela,Album,Vox Urbana,2013,"latin, cumbia, vallenato"
La Churumbela,Album,Vox Urbana,2013,"latin, cumbia, vallenato"
All plato,EP,Faauna,2013,"cumbia, moombahton"
Viene de mí,Album,La Yegros,2013,"electronic, reggae, dub, latin, dancehall, cumbia"
Móntate en el viaje,Album,Cero39,2013,"electronic, dance, electronica, latin, club, cumbia"
Cuatro tigres,EP,Chicha Libre,2013,"rock, latin, cumbia"
Dangerous Reggae Music,Album,ManJah,2013,"ska, reggae, soul, breaks, dancehall, cumbia, ragga"
Boxeo Constitución,Album,El Remolón,2013,"electronic, house, dub, latin, cumbia"
Anthologie,Album,Sergent Garcia,2013,"reggae, salsa, latin, cumbia, ragga"
"Angola Soundtrack 2: Hypnosis, Distortion & Other Sonic Innovations 1969-1978",Album,Various Artists,2013,"latin, afrobeat, merengue, cumbia"
Cumbiol Forte vol. 2,Album,Sonora Barón,2013,"latin, tropical, cumbia, nueva cumbia chilena"
Muévelo Negro / Ñanguita,EP,Quantic,2013,"electronic, jazz, house, hip hop, reggae, funk, soul, latin, cumbia"
The Rough Guide to Cumbia,Album,Various Artists,2013,"latin, rough guide, cumbia"
El Lava de Gabacho,EP,Malphino,2013,"latin, cumbia"
Más Sonido Tour 2013 EP,EP,Raggabund,2013,"hip hop, reggae, latin, cumbia, ragga"
Tumbias Electrónicas,Album,Turbo Sonidero Futuristico,2013,"electronic, latin, cumbia"
The Skeletal Essences of Afro Funk 1969-1980,Album,Orchestre Poly-Rythmo,2013,"funk, psychedelic, latin, afrobeat, cumbia"
More Madhur & Morgana,Other,The Phantom Four,2013,"rock, instrumental, afrobeat, cumbia"
Rebita - 1st Long Play recorded and pressed in Angola - 1973 (Limited Dance Edition),Album,Various Artists,2013,"afrobeat, cumbia"
Miau,Album,Miss Bolivia,2013,"dubstep, hip hop, reggae, funk, dancehall, cumbia, moombahton"
The Rough Guide to Cumbia,Album,Various Artists,2013,"latin, rough guide, cumbia"
More Madhur & Morgana,Other,The Phantom Four,2013,"rock, instrumental, afrobeat, cumbia"
Cumbiadelica,EP,ManJah,2013,"reggae, soul, breaks, dancehall, cumbia"
Doo Wop (That Thing) / Entre rejas,Single,Quantic,2013,cumbia
Simiolo Remixes EP,EP,Dengue Dengue Dengue!,2013,"electronic, dance, latin, club, cumbia"
The Skeletal Essences of Afro Funk 1969-1980,Album,Orchestre Poly-Rythmo,2013,"funk, psychedelic, latin, afrobeat, cumbia"
EP1,EP,Gypsy Ska Orquesta,2013,"punk, ska, swing, cumbia"
¡Live at the Dust Ballroom!,Album,Chicha Dust,2013,"rock, psychedelic, cumbia, desert rock"
Salvemos nuestro folclor / Carnavalito infernal y cosas chéveres,Single,Los Pirañas,2013,"noise, experimental rock, noise rock, latin, cumbia, champeta"
Super bailables del año 2013,Album,Various Artists,2013,"salsa, latin, reggaeton, merengue, cumbia, vallenato"
Fils d' Abraham,Album,Zion Dirty Sound,2013,"reggae, dub, latin, cumbia"
Worldwide Ting Vol. 2,EP,Uproot Andy,2013,"electronic, salsa, latin, reggaeton, raï, cumbia"
Ciao Bella!,Album,Candie Hank,2013,"electronic, dance, idm, electro, electronica, cumbia"
Strange Fruit,EP,ManJah,2013,"reggae, soul, breaks, dancehall, cumbia"
Ritmo De Las Calaveras,Other,Deela,2013,"electronic, reggaeton, cumbia"
jingle django es un colectivo internacional de música callejera. esto es el disco de jingle django,Album,jingle django,2013,"swing, klezmer, rumba, cumbia"
Rumba jarocha,Album,Gore Matraka,2013,"rumba, cumbia, guaracha, plena, guaguancó, songo"
Crudo Pimento,Album,Crudo Pimento,2013,"rock, metal, blues, experimental, delta blues, cumbia, mento"
Lost Tapes EP,EP,Paco Mendoza,2013,"electronic, dance, hip hop, latin, club, cumbia"
El maravilloso mundo de...,Album,Abelardo Carbonó y Su Conjunto,2013,"psychedelic, latin, afrobeat, cumbia, compas, champeta"
Sakala Mois,EP,Royal Highness,2013,"latin, cumbia, kuduro, trap"
Full Monty EP,EP,Full Monty,2014,"punk, ska, folk rock, cumbia"
MASHUP-MAN CUMBIERO,Album,Captain Cumbia,2014,"latin, western, cumbia"
Que bonito,Single,Bomba Estéreo,2014,"electronic, latin, cumbia"
La Psicotropia,Album,Various Artists,2014,"rock, electronic, folk, experimental, dub, psychedelic rock, psychedelic, latin, cumbia"
En vivo en el Teatro Colón,Album,Orquesta Cumbia Grande,2014,cumbia
Sendero místico,Album,Sonido Gallo Negro,2014,"instrumental, psychedelic, cumbia"
Super refresco,EP,Alberto Azul,2014,"rock, pop, punk, bossa nova, cumbia"
Animal Feel,Album,Zoonido,2014,"electronic, house, techno, latin, cumbia"
"Corazón Serrano, Vol. 1",Album,Corazón Serrano,2014,cumbia sanjuanera
Rareplays,EP,JMKR,2014,"dub, deep house, tech house, latin, folktronica, cumbia"
Lamento Calavera,Single,Meridian Brothers,2014,"latin, cumbia"
De sur a norte,Album,Los Vásquez,2014,"pop, ballad, latin, cumbia"
La frekuencia EP,EP,Paco Mendoza,2014,"electronic, dance, latin, club, cumbia"
"Fiesta, que viva la",Album,Ensamble Polifónico Vallenato,2014,"salsa, latin, cumbia"
Cumbia amazónica,Album,Los Mirlos,2014,"psychedelic, latin, cumbia"
Sendero místico,Album,Sonido Gallo Negro,2014,"instrumental, psychedelic, cumbia"
Sentimiento electrónico,Album,Sonido San Francisco,2014,"electronica, tropicália, cumbia"
Cycles of Existential Rhyme,Album,Chicano Batman,2014,"rock, indie rock, psychedelic, latin, cumbia"
Exótica,EP,Vate,2014,"electronic, ambient, electro, cumbia"
Viernes cultural,Album,Los Ángeles Azules,2014,cumbia
Duvidó,Single,Quantic,2014,"electronic, jazz, reggae, funk, soul, cumbia"
Lamento Calavera,Single,Meridian Brothers,2014,"latin, cumbia"
Está en tus manos,Album,Skazofrenia,2014,"drum and bass, jazz, ska, reggae, latin, latin jazz, cumbia"
