titulo,tipo,artista,fecha-lanzamiento,generos,id
Político,Album,Mexican Institute of Sound,2012,"hip hop, latin, podcast, cumbia",a0c7416e-09e7-4b12-9bf0-a6ea83216d1e
Y Suena El Mc Caco,Album,Mc Caco,2012,"latin, cumbia",694e8309-900b-47d2-b24f-8e6360243d3f
Tumbias Electrónicas,Album,Turbo Sonidero Futuristico,2013,"electronic, latin, cumbia",476d7d9b-e109-44b8-8106-cbf1072f175e
Ricarda Cometa,Album,Ricarda Cometa,2013,"noise, experimental, latin, cumbia",66075622-caec-4663-82ec-89a0899921f5
La Churumbela,Album,Vox Urbana,2013,"latin, cumbia, vallenato",ae7c38f1-9d8f-4d19-b991-f946e6a6810f
El Lava de Gabacho,EP,Malphino,2013,"latin, cumbia",502c4848-b08e-4c06-9e4d-edef12bbdff3
Strange Fruit,EP,ManJah,2013,"reggae, soul, breaks, dancehall, cumbia",b64e59f6-1d8e-43f3-b818-41f86baef0b1
Doo Wop (That Thing) / Entre rejas,Single,Quantic,2013,cumbia,7059a6de-3816-41c2-81da-261f4a246eea
"Perú Maravilloso: Vintage Latin, Tropical and Cumbia",Album,Various Artists,2013,"latin, cumbia, mambo",1b1d60e4-4575-4bd1-a572-00d54c507f84
More Madhur & Morgana,Other,The Phantom Four,2013,"rock, instrumental, surf, afrobeat, cumbia",
Mar,Album,Palenke Soultribe,2013,"electronic, electro, leftfield, latin, cumbia",999a7cd6-2fcf-4bb3-8a56-6bbd6589a96f
The Rough Guide to Cumbia,Album,Various Artists,2013,"latin, rough guide, cumbia",ba2b0f6d-b9fa-47f2-852c-15bdd1a8e376
All plato,EP,Faauna,2013,"cumbia, moombahton",ed4a1fa3-73bf-4355-972f-e473811236a8
Cumbiadelica,EP,ManJah,2013,"reggae, soul, breaks, dancehall, cumbia",9cde3901-31d1-45aa-bb62-0d0961dd1897
EP1,EP,Gypsy Ska Orquesta,2013,"punk, ska, swing, cumbia",ddd00530-a8f7-4e0d-a939-5d154443266b
Más Sonido Tour 2013 EP,EP,Raggabund,2013,"hip hop, reggae, latin, cumbia, ragga",46e8824b-f5f9-4019-81e3-fe976a4dc9f2
Cumbiol Forte vol. 2,Album,Sonora Barón,2013,"latin, tropical, cumbia, nueva cumbia chilena",0d6cae0f-4602-486d-8f4d-c4c6983ddba0
Sakala Mois,EP,Royal Highness,2013,"latin, cumbia, kuduro, trap",d55c16fd-1aec-4d30-95b0-6d633c429e69
jingle django es un colectivo internacional de música callejera. esto es el disco de jingle django,Album,jingle django,2013,"swing, klezmer, rumba, cumbia",2ba6df1f-3375-4cc4-a7a3-884d6a089055
Anthologie,Album,Sergent Garcia,2013,"reggae, salsa, latin, cumbia, ragga",d78cfd67-7954-42b0-8799-a08282f7b793
Simiolo Remixes EP,EP,Dengue Dengue Dengue!,2013,"electronic, dance, latin, club, cumbia",68bd8269-e307-4724-86a3-047ec2bce92b
Cuatro tigres,EP,Chicha Libre,2013,"rock, latin, cumbia",65857cff-0f41-4e8d-91f8-e8b65cc3efb4
The Skeletal Essences of Afro Funk 1969-1980,Album,Orchestre Poly-Rythmo,2013,"funk, psychedelic, latin, afrobeat, cumbia",c1b76c11-c98b-4062-913b-c80e7ddbbe74
Ciao Bella!,Album,Candie Hank,2013,"electronic, dance, idm, electro, electronica, cumbia",4ee3ac48-5e94-4ffa-b6cd-afb75dfee4a7
Rebita - 1st Long Play recorded and pressed in Angola - 1973 (Limited Dance Edition),Album,Various Artists,2013,"afrobeat, cumbia",ecde51eb-2fc3-4996-9430-1c98d32253af
Fils d' Abraham,Album,Zion Dirty Sound,2013,"reggae, dub, latin, cumbia",1c350064-1ee3-40ea-afc2-2eadc83d91bb
¡Live at the Dust Ballroom!,Album,Chicha Dust,2013,"rock, psychedelic, cumbia, desert rock",
Boxeo Constitución,Album,El Remolón,2013,"electronic, house, dub, latin, cumbia",645227f9-271e-4675-b3dd-616b50541f38
Productions & Remixes Vol.2,EP,The Binary Cumbia Orchestra,2013,"electro, latin, cumbia",dbc32be0-adef-4ce3-a3e1-24cbe65623f4
La frekuencia EP,EP,Paco Mendoza,2014,"electronic, dance, latin, club, cumbia",79f3e7e1-adb6-4dfd-a4dc-076290ab195e
Viernes cultural,Album,Los Ángeles Azules,2014,cumbia,06a7acd1-18ad-46b0-aa72-37376921682a
Animal Feel,Album,Zoonido,2014,"electronic, house, techno, latin, cumbia",f830db1b-19c5-4778-910a-9e3ca2064b7d
"Eqivocate, confúndete, pero nunca te huevees!",Single,Qechuaboi,2014,"electronic, dance, latin, cumbia",1ad31283-7af9-4803-81f4-856888ff5804
Sendero místico,Album,Sonido Gallo Negro,2014,"instrumental, psychedelic, cumbia",b40d776e-b7dc-4f1f-9c82-b69f1c4de778
Cumbia grasa,Single,Locomotora,2014,"electronica, cumbia",a9d6ccff-51e2-45a3-955c-096a15c91ca4
Salvadora Robot,Album,Meridian Brothers,2014,"psychedelic, latin, cumbia, art pop, digital cumbia, tropicanibalismo",bf26b6ed-f52a-4b9a-82f9-f21adc33acc3
"Congolese Funk, Afrobeat & Psychedelic Rumba 1969-1978",Album,Verckys et l'Orchestre Vévé,2014,"afrobeat, cumbia",4459e4e2-a900-444a-89d6-6bfe22a7e6f2
El elefante,Album,Ocho y Media,2014,"ska, salsa, latin, cumbia, plena",1d25d1d5-dfdf-4d46-bfaf-a82600b9fa83
¡Noche caliente!,EP,Cumbiaman y su sonido nueva Religión,2014,"latin, cumbia, chicha",3b624c33-85df-45e2-a96d-83c4dc1b6333
Revenge Of The Calavera,EP,Deela,2014,"electronic, hip hop, reggaeton, cumbia",1c8fff06-e09a-4a0f-8f58-744ee12f2c1b
Canto,Album,Rebeca Lane,2014,cumbia,5cbda82c-c7bb-4825-b768-989f2f271744
Cycles of Existential Rhyme,Album,Chicano Batman,2014,"rock, indie rock, psychedelic, latin, cumbia",e5200b51-dc71-4ef8-9eab-720497cf64b1
MASHUP-MAN CUMBIERO,Album,Captain Cumbia,2014,"latin, western, cumbia",613e096b-30af-416d-a88c-f2c05095284e
Exótica,EP,Vate,2014,"electronic, ambient, electro, cumbia",07504a64-48c1-45da-babb-79308de5090a
Sentimiento electrónico,Album,Sonido San Francisco,2014,"electronica, tropicália, cumbia",7fa952e0-2624-4924-96ea-57d5d7f80572
Chupame el dedo,EP,Chupame el dedo,2014,"rock, electronic, black metal, speed metal, grindcore, latin, cumbia, digital cumbia, tropicanibalismo",96f8baa1-7d87-461e-9a90-6809ac3a8bbd
Cuatro Vientos,Album,Sonido Pesao,2014,"hip hop, funk, merengue, cumbia",cd471edb-338d-4d87-b214-730e7c1e8aac
"Fiesta, que viva la",Album,Ensamble Polifónico Vallenato,2014,"salsa, latin, cumbia",60e2ae8b-a6db-4b3d-9932-759931b596c2
En vivo en el Teatro Colón,Album,Orquesta Cumbia Grande,2014,cumbia,ced480fd-52cc-4d3f-a977-5b719af73969
De sur a norte,Album,Los Vásquez,2014,"pop, ballad, latin, cumbia",8cec8673-5e50-4410-b4f0-be5e3d76e96e
Full Monty EP,EP,Full Monty,2014,"punk, ska, folk rock, cumbia",1d35d116-86e0-41fc-bb80-dbdda14d3f4e
Japan Years Volume III,EP,Dolomites,2015,"electronic, punk rock, cumbia",52a26a2d-11e3-49fe-849b-8c40fb3b4757
Superbailable Vol. 1,Album,Orquesta Cumbia Grande,2015,cumbia,8efa88c2-0bbd-455f-b6c7-b5bebc56411d
Cumbias de oro,Album,El Búho,2015,cumbia,76f56551-1da0-4aa5-8459-ac81aa8a6a93
Buenaventura,Album,La Santa Cecilia,2015,"bossa nova, latin, mariachi, cumbia",24057bd4-635b-41e4-8944-c6668ed47192
Industria tropical,Album,Various Artists,2015,"electronic, industrial, experimental, latin, cumbia",54729917-7982-4634-9fb0-08e25ea6c4b9
Katakana Edit Vol.27,EP,ManJah,2015,"reggae, soul, breaks, dancehall, cumbia",a42d294f-dd21-433b-b8d4-ef54945e74fb
Rock Is Dead: Long Live Paper and Scissors,Album,Tropa Magica,2015,"punk, psychedelic, cumbia",4467d95c-e7db-4a3f-a55c-03fd3e9a7cfd
La Remolacha,Album,Kiko Villamizar,2015,"salsa, latin, cumbia, afro house, porro, digital cumbia",ccce8ed6-9970-4626-9974-0323037ddc03
Bailazo,Album,Rolando Bruno,2015,cumbia,4eb49f9b-d0b8-4289-86cb-3b527e459e08
A Guide to the Birdsong of South America,Album,Various Artists,2015,"birdsong, cumbia",da2745e4-ad2d-4975-ab1d-139576b390ea
Colectivo vacío,Album,Sara Hebe,2015,"punk, pop punk, cumbia",21b977f9-80a2-43b3-9238-82da967c21ed
Celebrity Fever / Reworks and Dubs,Album,Zion Dirty Sound,2015,"reggae, dub, roots reggae, cumbia",fe1f3d6e-4cb6-494f-ba11-079cfac8c501
Todo junto se escribe separado,Single,Qechuaboi,2015,"electronic, dance, latin, cumbia",41714f9c-3532-4000-b8b0-0bfabdcd4763
Aconcagua,Album,Sistema Beat Andino,2015,"dub, latin, folktronica, cumbia",aca13c2f-d812-4cb4-af83-2d7cb39b6ac3
Romperayo,Album,Romperayo,2015,"electronic, latin, cumbia, descarga",8847cb93-be8f-42c4-b9b2-947a23435e22
DJ Bongohead presents...Big Box of Afrosound,Album,Various Artists,2015,"salsa, latin, cumbia, guaracha",8d6aa0f9-91a8-4b98-a55c-45dfce14b68c
Mousy EP,EP,Full Monty,2015,"punk, ska, folk rock, cumbia",c99c6e39-bf72-4683-b361-9e3f3f51c468
La reina de todas las fiestas,Album,Chico Trujillo,2015,"latin, cumbia, pachanga",ec3a8af6-d810-440e-9e77-38fef0ebc55e
EP2,EP,Gypsy Ska Orquesta,2015,"punk, ska, swing, cumbia",3568001a-cd83-40c5-83b7-e3a1fbd8b744
Canta y no llores,Album,Kumbia Queers,2015,"electronic, punk rock, latin, cumbia",8ab6cd28-46bc-419c-9628-392ea204ab7c
The Rough Guide to Psychedelic Cumbia,Album,Various Artists,2015,"rock, psychedelic, latin, cumbia",1e40d38f-66bb-4bcf-83f8-0687d610ecc7
Katakana Edits Vol.25,EP,ManJah,2015,"reggae, soul, breaks, dancehall, cumbia",ab36d779-185f-415d-9805-cd1973b51d06
Utopïa,EP,La Flör del Otrö,2015,"reggae rock, latin, rumba, cumbia",6f8046e5-4d6d-4a29-8eef-5edfaef73b32
"Bone Idol, Volume 1",Album,Ashley Slater,2015,"jazz, reggae, salsa, cumbia",142d9366-78a1-4181-bba1-75e38feabe0d
Curva contracurva,Album,El Sonido Real,2015,"hip hop, dancehall, reggaeton, cumbia",df07b028-95c8-4dfc-9c6d-c3672bfa567d
Revuelta Danza Party,Album,Gypsy Kumbia Orchestra,2015,"latin, klezmer, cumbia",02c40174-3cc4-4544-8bcf-5e61b2898d06
Impredecible,Album,Bareto,2015,"reggae, latin, cumbia",92b05ec8-b38a-480e-b91e-23bbc57ec515
Lo más sabroso...,Album,The Latin Brothers,2015,"salsa, latin, cumbia",c4d31988-be69-46b0-9067-72828ca99624
Misa de Gallo,Single,La Sonora San Francisco,2015,"electronic, electronica, latin, cumbia",5936c859-7537-4c6b-9969-c695acb1de8b
Amparito,Single,Desorden Público,2015,"rock, ska, reggae, rocksteady, cumbia",c0cebb72-1b90-4bd5-b913-f7dfe93cc39c
Salicorne,EP,Sauvage FM,2015,"punk, electro, indie, club, cumbia",31e178e3-62b2-4fe5-b712-1e490f30a954
Luz y sombra,Album,Locarno,2015,"latin, cumbia",dce33756-f5d8-480a-a2a8-690a6fdbac4c
El viaje de la cumbia,Album,Sonora Marta la Reina,2015,"latin, cumbia, vallenato, porro, chamamé",91c49e3c-093d-487d-9666-8f0d722e8ec1
Skulltura Pt1,Album,Deela,2016,"electronic, hip hop, reggaeton, cumbia",72c5d83f-7b81-49ae-8b74-f758e0fb251e
The Rough Guide to Peru Rare Groove,Album,Various Artists,2016,"psychedelic, salsa, latin, cumbia, mambo, descarga, boogaloo, guajira, cumbia peruana",0afe5de4-fa0d-4d4b-9b8c-e2cfb1c2d8c6
Cumbia Reaction,Single,Rolando Bruno y Su Orquesta Midi,2016,"rock, garage rock, latin, cumbia",bd722e92-7203-4170-a9a1-49474dc047db
El Sorbito,Single,Qechuaboi,2016,"electronic, dance, latin, cumbia, footwork",e3017f43-0fbb-4d14-9463-e0a5d1ba8e1b
Lindo Amorcito,Album,Los Dandy's,2016,"rock, electronic, latin, cumbia, guaracha",ab11cd7e-bc30-4ade-846b-43f0888c09ee
Remixes & Singles,Single,Zoonido,2016,"electronic, house, techno, latin, cumbia",d9b3ab95-cccd-4c13-b3b7-c44a13c1d1a2
Is Dance,EP,Zoonido,2016,"electronic, house, techno, latin, cumbia",db7de76a-3906-42f3-93a6-b0635adeb040
Zoonidotheque,EP,Zoonido,2016,"electronic, house, techno, latin, cumbia",ebbd74b2-d8c0-49d9-8b1a-4f073bb41c8f
Especias EP,EP,Kraut,2016,"electronic, dance, house, electro, cumbia",6ca2d91f-615b-4419-bc5d-212c72dc5109
Cumbia Libertad: A Digital Cumbia Compilation,Album,Various Artists,2016,"electronic, electro, latin, cumbia",d5fea067-24a8-4db8-858d-20227dfd25fd
Black Beach,EP,Crudo Pimento,2016,"rock, metal, blues, experimental, cumbia",6de2bf02-28a0-4157-b40e-b901c732d20b
Gilda: No me arrepiento de este amor,Album,Natalia Oreiro,2016,"pop, latin, cumbia",05d95cd0-4c83-4d48-8a5e-c0378db0cb5d
Préndete a la Joda,Album,La Banda del Maestro,2016,"latin, cumbia",dcc68c11-aac0-4c80-b149-ffaa4aa7d15f
En Orbita EP: The Remixes,EP,Superpendejos,2016,"electronic, house, latin, cumbia",420591a0-d3e8-42bf-9a56-d32e3801075c
The Garabato Sessions (Remixes),EP,Totó la Momposina,2016,"cumbia, porro",3fbfb530-5feb-4c77-8289-f083b558b8b0
La Dame Blanche 2,Album,La Dame Blanche,2016,"hip hop, reggae, cumbia",218343f4-7588-45e9-bd1c-d51838f3accd
on s'appelle,Album,jingle django,2016,"swing, klezmer, rumba, cumbia",75bdc481-4430-47d4-8d57-6ce4818cdfaf
En estos días,Album,Regulo Caro,2016,"latin, cumbia, ranchera, corrido",cd899a3e-0c0d-4f78-8e22-138700023117
Mordiendo,Album,Tremenda Jauría,2016,"dubstep, punk, reggaeton, cumbia",926ea76c-afd7-4505-8fcc-35e775d2fc2d
Joelma,Album,Joelma,2016,"latin, merengue, cumbia, forró",3a96efcb-2dd9-4c8c-8a85-a768dab79886
El Warm Up,EP,DJ CHi-C,2016,"experimental, latin, cumbia, footwork",aae462fa-f364-417a-a2d6-7c654a08aa82
Acontracorriente,Album,Willy Fuego,2016,"reggae, latin, rumba, cumbia",afcdd6ed-1c03-445d-a3cb-a836bb4bba05
Taricaya,EP,Shushupe,2016,"cumbia, moombahton",5b5f1161-175c-4337-8ba7-7ad361d17113
Somos nosotros los buenos,Album,Damas Gratis,2016,"latin, cumbia villera",74d416be-5182-4716-bf62-1819e2da4021
1000 Watts,Album,Quantic,2016,"reggae, cumbia",c4ec8a7c-ce06-4894-bf2a-56f3d90f026b
DDDRC,Album,Dario Dubois Duo,2016,"noise, experimental, latin, cumbia",5b75c485-c9d9-4ca3-9685-0168de3e2ae3
Alma mestiza,Album,Rebeca Lane,2016,cumbia,15401db7-6385-4b25-9fda-3f47d39377cc
Killa Kumbias,Album,Turbo Sonidero,2016,"electronic, latin, cumbia",578d1d88-ea78-4461-ae6f-47b4080e3e37
¡Vamos a guarachar!,Album,Orkesta Mendoza,2016,"mariachi, cumbia",1eb40a3e-f28a-4cd2-9934-f202158bbef1
Las flores del sol,Album,Nilamayé,2016,"latin, cumbia",5fad8b28-ed32-46e0-86ac-927676eac781
Perreo Maluco,Album,Bigote,2016,cumbia,ce835035-c8c3-4b14-bc11-ce79b12c0132
Balkumbia,Album,Balkumbia,2016,cumbia,b833a152-8e1b-4f3e-9e4b-3e07dfb3e721
Candeleros en vivo (Sala Juglar),Album,Candeleros,2016,"salsa, merengue, cumbia",2cdedcc3-f260-469e-9533-61f8d3c9dd18
Mi niña mujer,Single,Los Ángeles Azules,2016,cumbia,840a859b-8f65-4eca-8e78-07d03203cc71
I Love You More Than Tacos,Single,Carne Cruda,2016,"latin, cumbia",4856e44f-952b-4c9c-9c56-9f07de34bb49
Mezcla,Album,M.A.K.U. Soundsystem,2016,cumbia,e279cf7a-ff59-4c19-aafd-0bbb27c4e2a3
Legend of Funaná (The Forbidden Music of the Cape Verde Islands),Album,Bitori,2016,"afrobeat, cumbia, funaná",77b9fbdd-6191-49da-8d7a-8ce9190c3db8
The Great Cumbia-Orchestra of Finland,Album,Suuri Suomalainen Cumbia-Orkesteri,2016,"latin, cumbia",45d7c867-181c-4065-ae05-f31597b1dff6
De plaza en plaza: Cumbia sinfónica,Album,Los Ángeles Azules,2016,"latin, cumbia",ff62643e-0585-416c-8bf3-7990bfd5326a
Candeleros EP,EP,Candeleros,2017,"salsa, merengue, cumbia, champeta",d217580c-36b6-4ceb-8044-4da723ebd0b8
Cold Fever,Single,Matías Aguayo & the Desdemonas,2017,"electronic, house, techno, cumbia",02a28e91-8d33-47d2-b1de-d3efb51f3d0b
¡ Ay Ay Ay !,Album,La Dinamitaaa,2017,"latin, cumbia",
Violeta Perro,Single,Sara Hebe,2017,"punk, pop punk, cumbia",5dec893e-9740-4968-b075-715297049e9f
Kutu Prieta Pa Saranguia,Album,Son Palenque,2017,"latin, afrobeat, cumbia, soukous",0f25fa5b-faa6-4f8c-a27c-f17b030096cc
Resurrection Los,EP,Los Camaroes,2017,"afrobeat, cumbia, soukous, makossa",6d64dce0-4729-488e-b8e1-72b292e7133d
Visiones,EP,Nicola Cruz,2017,"electronic, deep house, latin, cumbia",b7e8c87b-2cfa-4712-baae-eb37e8c9debe
1804 KIDS,Album,Kelman Duran,2017,"electronic, reggae, latin, dancehall, cumbia",1c8b044a-78d9-4077-b738-d17d6b9863be
"La Danza del Agua, Part 2",Album,Various Artists,2017,"folk, cumbia",88a47819-eda0-4531-a8de-3c1925bcc59b
Tropikal Passport,Album,El Flecha Negra,2017,"reggae, latin, cumbia",0b538198-48d5-4d5b-80f6-7824875542e2
Going Back to Cali: Cut Chemist's Colombian Crates Remixed,Album,Cut Chemist,2017,"hip hop, salsa, cumbia, porro",d7999219-d190-442f-9083-6c626fc4da3d
Echadito para atrás,Album,Sonora Barón,2017,"latin, tropical, cumbia, nueva cumbia chilena",ab4df69c-7244-4c46-9a5e-d6d50d3c68ab
Coco Avenges,Album,Bicicletas Por La Paz,2017,"rock, reggae, psychedelic, latin, cumbia",c8b2523e-9323-4ce0-b188-f2a87de80f02
Amárrame,Single,Mon Laferte,2017,"latin pop, cumbia, mambo, cumbia pop",f0e3dd78-442b-4562-a606-5b8b0e21dbfb
Mambo Cósmico,Album,Sonido Gallo Negro,2017,"instrumental, psychedelic, cumbia",d0489fba-662d-4598-b740-2faf3c683c65
Romie (Remix),Single,Deela,2017,"electronic, hip hop, reggaeton, cumbia",bcb639f8-711c-43cd-a0e0-c157d4bc1e57
Nikan,Album,Mas Aya,2017,"electronic, dance, cumbia",23f2f1df-cd9a-4c09-bf8c-9f2d979845ba
Sudor y arena,Album,Passion Coco,2017,"psychedelic, latin, cumbia, chicha",3d2bbbc9-7513-4b25-a182-f0a7e8091121
Dirty Dancing,EP,Spoko,2017,"electronic, house, techno, club, cumbia",70e69164-330b-4054-8960-f6b5918fc726
Dub de Gaita (El fin del mundo) vol II & III,Album,Gaiteros de San Jacinto,2017,"electronic, dub, cumbia, porro, currulao",1e0b94d0-e958-4776-b2bf-5741866a9113
Baile Bucanero,Album,Ondatrópica,2017,"reggae, latin, dancehall, calypso, cumbia",254c71d9-9e7b-4885-946c-2538347044d4
Balance,Album,El Búho,2017,"electronic, downtempo, electronica, latin, cumbia",e2e934c7-799d-42d4-85b2-8a262eb77156
Best Woman,Album,Vincent Ahehehinnou,2017,"afrobeat, cumbia, afro-funk",1e9af790-ccde-4579-8d86-42bf0bc93b1a
Club Redy,Album,Chico Sonido,2017,"latin, reggaeton, cumbia, trap",c3b825dc-675a-4cee-8738-c7429a7ebb86
Fiebre,Album,Dany F,2017,"electronic, cumbia, kuduro, champeta",d8ca8bc4-8caa-41ea-88e4-5a73622b2151
Sabor global EP,EP,Real Cumbia Activa,2017,"electronic, cumbia, digital cumbia",e8223dfa-a454-4729-8fa0-0131b6c53979
Banzeiro,Album,Dona Onete,2017,"samba, latin, cumbia, carimbó",
Tamoanchan,EP,El Búho,2017,"electronic, electronica, folktronica, cumbia",07200d51-8d58-47db-8edc-6d6de4de815f
Abya Yala,Album,Combo Chimbita,2017,"rock, punk, psychedelic, cumbia",9c816b34-46df-4888-b0db-810246c9a500
Chinampa,EP,El Búho,2017,"electronic, electronica, folktronica, cumbia",660ea5b5-c97e-469d-9c42-5a8fd52cadcc
Open Sea/Mar abierto,Album,Jenny and the Mexicats,2017,"flamenco, latin, cumbia, mexiko, ph_3_stars",73d692b2-1960-4134-875f-1c9e68081ea6
"Pop Makossa: The Invasive Dance Beat of Cameroon, 1976–1984",Album,Various Artists,2017,"funk, afrobeat, cumbia, afro-funk",1a767b68-1ea3-4b8f-a973-0b029087cf8a
Ayo,Album,Bomba Estéreo,2017,"latin, cumbia",2f7516cc-7a88-46f6-91f3-f4e92771d891
Aguas Frías,Album,Kiko Villamizar,2017,"latin, merengue, cumbia, porro",252c6ebd-90d7-407d-9411-8bd8eb7f35b4
¡Un Saludo! Mexican Soundsystem Cumbia in LA,Album,Various Artists,2017,"electronic, cumbia, cumbia sonidera",cb6174ad-3c3a-401f-bd0c-ad31347a422f
Zivot,Album,Jaro Milko & The Cubalkanics,2018,"latin, cumbia",
Colombia - Land of Sabrosura,Album,Various Artists,2018,"electronic, salsa, latin, cumbia, champeta",
Real Cumbia Activa EP #1,EP,Real Cumbia Activa,2018,"electronic, cumbia, digital cumbia",edd6ad13-61cc-4bf5-b2c9-28aaa4ff0746
Space in Time / Time in Space,Album,Dreckig,2018,"rock, electronic, club, cumbia",43990295-3810-4da3-bb20-2b9034284ffa
Genero genero,Album,El Hijo de la Cumbia,2018,"reggae, dub, latin, cumbia",e0862bae-6722-4175-a59c-35fa2d971bbb
Oye mujer,Album,Raymix,2018,"electronic, pop, latin, cumbia, cumbia mexicana",236c63bf-a13e-4aaa-95c8-e37cc9382289
Down in the Basement,EP,The Mauskovic Dance Band,2018,cumbia,74e4f39d-ccac-494d-aa4f-c4ea1b80538c
Sabor Maracuyá Desnuda,Album,Gilberto Rodriguez y Los Intocables,2018,"latin, rumba, cumbia, guaguancó",e84da6f3-d458-4f24-9ae2-ccc1807cf57f
Hotline Bling/Doombia,Single,Quantic,2018,"electronic, hip hop, latin, cumbia",366ec42a-bb5c-4405-9aca-5f44764f87bb
Tripping Party / FFF,Single,Los Bitchos,2018,"instrumental, experimental, indie pop, cumbia",c2cfe6d0-bc95-4d25-b997-1b70a7cd7ab0
"Balkumbia, Vol. 2",Album,Balkumbia,2018,cumbia,75b32e00-46d6-4f20-bf6a-9a0e5c82a9b7
Son Palenque Feat El 'Leon Pardo' (Cerrero Dub Mix),Single,Son Palenque,2018,"reggae, dub, latin, afrobeat, cumbia",c3837a12-864b-4ab6-b1ed-0df773db78c6
¡Ya no más!,Album,Brain Damage,2018,"reggae, dub, cumbia",59489069-6d06-4d55-9cbb-cfd51f57abb9
Un Helado de Portugal,EP,Sexteto Tabalá,2018,"latin, afrobeat, cumbia",0bc57033-8df1-4c0c-938f-d8707e8e1228
Moontribe,Album,Moontribe,2018,cumbia,6b25693f-1bed-4d51-a338-ffb4eb989bf1
Sundance EP,EP,Deela,2018,"electronic, reggaeton, cumbia",f352520d-ee62-44b8-b550-1baf76f8b863
Vitalys,Album,Neenboo,2018,"electronic, ambient, funk, latin, cumbia",e1959be8-6806-46d0-9854-ea64e719798f
Deela Remixes - Pt1,EP,Deela,2018,"electronic, reggaeton, cumbia",59d1b9d8-28b4-43bd-a158-6ea30835b16a
Swing 80,Album,Milton Salcedo,2018,"salsa, latin, merengue, cumbia",1aeeaedd-e062-451b-b185-9633cc871601
Padremontes,Single,Frente Cumbiero,2018,"dub, latin, cumbia",33aad8ed-93af-4df9-b508-dfab4c74e1f0
¿Sabe qué pasa?,EP,Candeleros,2018,"salsa, cumbia, champeta",b9a501d3-b979-4293-abf0-dead3869186a
Cafe Bizarre,Album,Heavy Gummi,2018,"ska, reggae, polka, cumbia",2f7232de-43f8-400b-a7d0-abf1180f72d8
Barrio Skank,Single,Deela,2018,"electronic, reggaeton, cumbia",ab45b27a-b1da-4bfb-bf7a-f20de5062888
La cumbia del Chinche / El Boleta,Single,Candeleros,2018,"fusion, psychedelic, merengue, cumbia",7eb99990-2115-4cee-9228-91df26fc21f8
En Orbita EP,EP,Superpendejos,2018,"electronic, house, latin, cumbia",e11cf183-bc49-463f-917b-f5a730bf8ba0
Not Easy to Cook,Album,Cannibale,2018,"cumbia, exotica",8d7f63ea-67c6-4664-ac2f-41deb2514fce
Tierra De King Coya,Album,King Coya,2018,"electronic, dubstep, latin, cumbia",27b7ee1a-4740-4585-af57-3df480e0d06c
Rumba Chonta - DEELA Edits,Single,Deela,2018,"electronic, reggaeton, cumbia",2c454ae0-47b2-48fa-99d4-247048d635d1
How Sweet The Sound,Album,G.Rag y los Hermanos Patchekos,2018,"folk, country, cajun, latin, cumbia",ccee03d7-9e06-41ac-9a9b-79860240cf92
Ojos,Album,Mente Orgánica,2018,"downtempo, folk, electronica, cumbia",0e373988-48cc-4ade-9d89-fc167417ad4a
Trapdoor,Single,Los Bitchos,2018,"experimental, indie pop, cumbia",87604ac1-9e65-45f9-9524-0b9281d61413
Bugs Bunny,Single,Los Bitchos,2018,"experimental, indie pop, cumbia",a0fa6693-3cdb-465b-8c09-cff2a2863957
A Patricia,Single,Par Avion,2018,"rock, cumbia, chicha",e619b1dc-4815-402a-8f8e-3f88196bae8a
Tributaries: A Remix Album,Album,El Búho,2018,"electronic, electronica, folktronica, cumbia",6ccef92a-0712-43ee-b6a6-9673c959f362
El beso,Single,Mon Laferte,2018,"latin pop, latin, reggaeton, reggaetón, salsa dura, cumbia mexicana, digital cumbia",532a0384-ff13-4b92-af28-d6da706376ed
"Dur Dur of Somalia - Volume 1, Volume 2 & Previously Unreleased Tracks",Album,Dur‐Dur Band,2018,"afrobeat, cumbia",37210b72-dd87-4a31-a67a-f15962092e19
La noche,Single,Sara Hebe,2018,"punk, pop punk, cumbia",ac734137-04b5-4b8d-93be-efb9a90a704a
Oye Manita,Album,Totó la Momposina,2018,"cumbia, porro",bdfe8034-a0d9-4d78-a25c-e0f20c474d9b
Fuego,EP,Totó la Momposina,2018,"cumbia, porro",e8495552-5cb4-4fd4-8532-5b5a8c001ee7
Visit Malphino,Album,Malphino,2018,"latin, cumbia",19f73dd9-35b6-490e-9bda-d60c9d6cf687
Ricarda Cometa 2,Album,Ricarda Cometa,2018,"noise, experimental, latin, cumbia",9bf65e7a-a35e-45c8-a717-c506c58387c1
Rain,EP,Matías Aguayo,2018,"electronic, house, techno, cumbia",e65bc873-bc0e-4e38-bff0-f82ed2dce538
Cumbia municipal,EP,Fundación El Gusano,2019,"experimental, cumbia",b0a332f4-17fd-4fd1-8cfa-316737d91f04
Jallalla,Album,Lagartijeando,2019,"electronic, latin, cumbia",df9cea84-d5e6-4a52-822b-a724c38fba51
Historia natural,Album,Los Pirañas,2019,"latin, cumbia",899db448-a71c-4b35-9bf6-92d70ec30d70
La casa de la compañía,Single,Canalón de Timbiquí,2019,"electronic, dub, cumbia",4b988d36-0717-4f6b-b86b-d425a590f09b
Superbailable Vol. 2,Album,Orquesta Cumbia Grande,2019,cumbia,bd4367fd-0066-4387-8d14-740ff9a365e5
