titulo,tipo,artista,fecha-lanzamiento,generos,id
La Renovación,Album,La Renovación,1983,"salsa, latin",71e50798-8aeb-4343-b4cd-8715e8edb729
Super Cañonazos con Louis Ramirez,Album,Louis Ramirez,1983,"salsa, latin, bolero",aa815cc4-ea6f-4faf-8b84-f80784366efd
El encuentro,Album,El Combo del Ayer,1983,"salsa, latin",7dd5869e-7336-4208-a443-2e6fed6b6d04
Flying High,Album,Pacheco,1983,"salsa, latin",4f26f11a-c739-4cba-b708-89ed5c8de0cb
El que la hace la paga,Album,Rubén Blades,1983,"salsa, latin, bolero, guaguancó",a160998b-c960-4489-940d-57bbda6c44b5
Éxitos Latinos,Album,Orquesta Expresión,1983,"salsa, latin, guaracha",c1716da7-6583-4ee3-9cb8-b6e0420ba97b
Directo desde New York!,Album,Grupo Niche,1983,"salsa, latin, bolero",d773cac3-4b81-4f46-adc6-b6361f5638c8
Vigilante,Album,Willie Colón,1983,"salsa, latin",be7ac5e5-29bf-4d33-a876-6e1c3ccafb72
Sorbito de champagne / Increible,Single,Pastor López,1983,"salsa, latin, cumbia",1975dac7-9e43-407e-b530-f731875c7fd3
La ley de la jungla,Album,Henry Fiol,1983,"salsa, latin",adf46b23-9c6d-4adb-be4b-ff3ae46eace2
Actuando,Album,Joe Arroyo y La Verdad,1983,"salsa, latin, cumbia",80da500e-0000-484d-80ef-03070965df16
Lo que pide la gente,Album,Fania All Stars,1984,"salsa, latin",c7ab2fb6-54b4-4fbd-a3d1-a24e136fcd63
En acción,Album,Cano Estremera,1984,"salsa, latin, guaguancó",40199210-ad05-4256-a9d4-d4dc0d820b4f
"Toffo-Houssou ""Miguelito"" Vol. 1",Album,"Toffo-Houssou ""Miguelito""",1984,"salsa, latin, pachanga",db48a987-4cb0-4d6b-a5a9-8a3ea27e13bb
Entrega total,Album,Kim de los Santos,1984,"salsa, latin",ef0d023b-2b3a-4814-8048-6cc7bdcf6fec
No hay quinto malo,Album,Grupo Niche,1984,"salsa, latin",b62d5f83-8e7b-46e3-a127-210889017f3a
Dando de qué hablar,Album,Costa Brava,1984,"salsa, latin, merengue",56bbc482-a292-42f0-a603-0cadf52b3350
Ojos malos / Quiereme un poquitico,Single,Linda Leida y La Bahía,1984,"salsa, latin",9e2b64a7-15de-458c-b90b-6fbb9352bd84
En la avenida otra vez,Album,Kako,1984,"salsa, latin, guaguancó",37db787a-ab4d-4be0-b3ab-f551923bc969
La envidia / Muchacha de las orillas,Single,Alfredo Barrantes,1984,"salsa, latin, cumbia",6d2a7d08-1983-46d6-9ddf-cdf8c110c8ce
Hasta amanece',Album,Joe Arroyo,1984,"salsa, latin, cumbia",2eec56e9-76c0-466d-b580-fbef6fdec63f
Buscando América,Album,Rubén Blades,1984,"salsa, latin",821b42f8-5a72-44b5-87ed-221fbbcd2723
El poder de la salsa,Album,Various Artists,1984,"salsa, latin",3e2439b0-904e-490f-bbf2-624466627ae7
Mal agradecido / Guaba,Single,Gladys Santos,1984,"salsa, latin, cumbia, guaguancó",096c9f01-5b2c-42c6-8340-f913efe85013
Barranquilla Tiene Sed!,Album,Los Caribes,1985,"salsa, latin, cumbia",74cbea14-867d-4d00-b500-e0b9b4260705
Misión especial,Album,Costa Brava,1985,"salsa, latin, merengue",7f965ed6-0a9e-45a0-8f19-d25fcbbcd975
El africano,Single,Georgie Dann,1985,"disco, salsa, latin",65d5690e-f525-4f06-b0ee-9aa398e038e3
De nuevo,Album,Celia Cruz,1985,"salsa, latin, bolero",e28b7980-32bd-4d06-adb4-d6491ea264a6
Ya es tiempo (It's Time),Album,Ángel Canales,1985,"salsa, latin",94372879-06fb-45bd-a72f-47b8f9627822
Bailando y gozando con 16 éxitos tropicales,Album,Various Artists,1985,"salsa, latin, cumbia",76bab551-6df1-4191-b254-ccff7e62f6bb
La vida de Cheo Feliciano,Album,Cheo Feliciano,1985,"salsa, latin, bolero, guaguancó",6e078179-9c4d-4208-bfd8-b9acf80ac31a
Cali pachanguero,Album,Grupo Niche,1985,"salsa, latin",7716094d-6aa3-454b-9647-93cda0a08d7e
Se pasó!,Album,Grupo Niche,1985,"salsa, latin, descarga, guaguancó",f072d340-837d-471e-9bb5-f5c30d709382
Jicamo,Album,Johnny Pacheco,1985,"salsa, latin, bolero",ade3ae43-dd68-417d-be06-328bee0da770
Wasmasjien,Single,Trafassi,1985,"pop, salsa, latin",bc7b37be-c3ff-4503-a261-0c8a68f720bd
Conjunto Caimito,Album,Conjunto Caimito,1985,"salsa, latin",
Mi regreso (al futuro),Album,Orquesta Zodiac,1985,"salsa, latin, bolero, guaguancó",9c913d73-6b03-491e-9d4f-8c7e8fa40534
Me le fugué a la candela,Album,Joe Arroyo y La Verdad,1985,"salsa, latin, cumbia",a4348a22-4542-464b-8fcb-441932c62b4e
"Solista, pero no solo",Album,Frankie Ruiz y su Orquesta,1985,salsa,114a8aae-ce5a-4c53-9787-edab59fd0462
Innovations,Album,El Gran Combo de Puerto Rico,1985,salsa,1175f84e-56b3-4cf1-b456-7b92243141c2
Quince minutos,Album,Irakere,1985,"funk, salsa, latin, bolero",2baa2e45-e14e-439b-b78f-f93fd1737ef3
Te damos las gracias,Album,Orquesta Mulenze,1985,"salsa, latin, guaguancó",358d96b8-46af-417d-8725-504a7ce0ca8e
Revento,Album,Héctor Lavoe,1985,salsa,c37c233f-ea47-4710-87e4-2787a23cd44b
La combinación,Album,Luis Felipe González,1986,"salsa, latin",58afd542-8371-40e7-ac9e-4db39a366c3f
Live in Africa,Album,Fania All-Stars,1986,"salsa, latin, descarga",d05e150e-a328-4929-a7d2-07fea1710184
Crossover Dreams (Original Motion Picture Sound Track),Album,Rubén Blades,1986,"salsa, latin",f309c7c9-f4c1-4880-93f3-649e23beb8a5
Corazón de madera,Album,Soledad Bravo,1986,"pop, salsa, ballad, latin",c8f3bd0f-57ff-44dd-8a86-bb0153bfa016
Meneate / Yo llegare,Single,Alex León,1986,"salsa, latin, guaguancó",9d7ddd25-33be-4687-8454-d104a8832686
Capullo y sorullo,Album,Johnny Ventura,1986,"salsa, latin, merengue",6c27e457-2c02-461e-beff-e92a0963a3a1
Me huele a matrimonio,Album,Grupo Niche,1986,"salsa, latin pop, latin",ae14ef62-714b-4298-b22f-389ea4b24170
El hombre del palo,Album,La Renovación,1986,"salsa, latin, cumbia",b236efb2-1b87-41c2-9f1a-87882e6e6b1b
Viva la charanga,Album,Fania All-Stars,1986,"salsa, latin",26c816ea-20de-48ed-ade6-8764055f138b
¡Juega billar!,Album,Henry Fiol,1986,"salsa, latin",e324153c-a596-416e-b33e-002b25d21830
Las mejores baladas en salsa,Album,Paquito Guzmán,1986,"salsa, latin, guaguancó",8e3bfd76-291b-4e5f-a42f-f9010ee9d62f
Tomorrow,Album,Ray Barretto,1986,"funk, salsa, latin",550a5c77-bbeb-41d5-b038-23732b2b4587
Y su pueblo,Album,El Gran Combo de Puerto Rico,1986,salsa,07eecf86-c2dd-4bd4-b3fa-e364cde7c949
Pa' mi tierra,Album,Agrupación Bellking's De Piura,1986,"salsa, latin, cumbia",21cd99ce-787c-4d28-9fd8-51450baf9183
El viajero,Album,El Primo Leal y Su Orquesta,1986,"salsa, latin",77675130-c209-4a3a-abb0-583acefd2691
La salsa soy yo,Album,Oscar D’León,1987,"salsa, latin",
Salsa Salsa,Album,Tito Puente,1987,"salsa, latin, mambo, guaguancó",5c55a6ce-5e75-4d3c-84e8-9e2526383568
Sabor y sentimiento,Album,Cheo Feliciano,1987,"salsa, latin, bolero",ad920fc4-a481-491e-8023-7119806d0fde
A mover la colita / Se me perdió la cadenita,Single,La Sonora Dinamita,1987,"pop, salsa, latin",b003ea1e-ec64-45dd-b003-523e757fbbe7
Un poco loco,Album,Tito Puente,1987,"jazz, salsa, latin",0e3e3f6b-415c-416e-a735-1c4ef89e6419
Cumbias de oro: 16 grandes éxitos,Album,Sonora Dinamita,1987,"salsa, latin, cumbia",8c91082f-5a40-491c-89ef-b32a7300e3a0
Los inconfundibles,Album,Richie Ray & Bobby Cruz,1987,"salsa, latin",8a887679-5d55-4dc9-8cb6-c445bcd2cd14
Echao pa'lante,Album,Joe Arroyo y La Verdad,1987,"salsa, latin",9da71c5a-4654-4f00-804b-ca6a22f50ede
Salsa y sabor,EP,Los Pacheco,1987,"salsa, latin",346c1063-5537-4215-95e7-1d4e00583eb3
Historia musical,Album,Grupo Niche,1987,"salsa, latin pop, latin",262c1dab-32a4-481c-b8fb-a2b09698e334
Con cuerdas,Album,Grupo Niche,1987,"salsa, latin",21305728-f52c-40ff-990e-d9a62080cfe6
... Voy pa' encima,Album,Frankie Ruiz,1987,salsa,350dbe6c-a7af-4221-815e-a32fed0f966d
25th Anniversary 1962-1987,Album,El Gran Combo,1987,"salsa, latin, boogaloo",454ee715-a3cf-42b9-932e-65d937d9d17e
"Rompiendo el… record, con lo mejor del Grupo Niche",Album,Grupo Niche,1987,"salsa, latin",fb7f4bcc-7e07-435f-8c73-837017533517
Bobby Valentín,Album,Bobby Valentín,1988,"salsa, latin, guaguancó",b47b404a-f275-499d-8f0c-5721e9f96521
Carabali,Album,Carabalí,1988,"salsa, latin",
Songo,Album,Los Van Van,1988,"salsa, latin, timba",a229536f-66d6-4a2c-aab6-6687b58f21ad
Amor y alegría,Album,Luis Enrique,1988,salsa,d386a01e-0122-474b-a0f2-b32c317f1768
El romántico de la salsa,Album,Eddie Santiago,1988,"salsa, latin",f183ef41-1923-475b-9d67-019d5d79dfbe
En vivo y... ¡A todo color...!,Album,Frankie Ruiz,1988,"salsa, latin",09418555-da10-400f-95d1-f536e9ceb9d5
Como tú lo pediste,Album,Cheo Feliciano,1988,"salsa, latin, bolero",167cb93d-6c34-4fed-a0a8-16e62057671c
Gran Baile...! Con Los Caribes,Album,Los Caribes,1988,"salsa, latin, cumbia, porro",3cfc9324-329f-4a9d-bdfd-27f4c2a6805a
Romántico y... sabroso,Album,El Gran Combo de Puerto Rico,1988,salsa,e069a0f6-958b-435b-8050-c01b1537f30e
Antecedente,Album,Rubén Blades,1988,"salsa, latin",c6d16571-7ef3-4ff3-8d35-5123a3057e74
Fuego en mi mente,Album,Joe Arroyo y La Verdad,1988,"salsa, latin, cumbia",89e46685-2405-4beb-b3a5-067a4117fa51
Nadie como tú,Album,The New York Band,1988,"salsa, latin, merengue",e241ffb6-0db3-48b1-8873-2a75c9ba900d
Tapando el hueco,Album,Grupo Niche,1988,"salsa, latin",497a37be-9b79-4268-91b1-45a573e3f5e4
Vol. 03: Soy pescador,Album,Agua Marina,1988,"salsa, latin, cumbia",
Ven devórame otra vez,Album,Lalo Rodríguez,1988,"salsa, latin",73d7ee9a-3750-495d-bb4a-18b2ed7425e0
Fuego en mi mente,Album,Joe Arroyo y La Verdad,1989,"salsa, latin, cumbia",80a8f4fe-06bb-4459-8a63-cc654208530b
Vol. 04: Juguete de amor,Album,Agua Marina,1989,"salsa, latin, cumbia",ffe6b887-33e6-40ec-b849-bab22b6bda14
Más grande que nunca,Album,Frankie Ruiz,1989,"salsa, latin",b5059a35-b052-414c-a426-cfe69a548fb0
La Tercera Oportunidad,Album,Orquesta Fiebre Joven,1989,"salsa, latin, merengue",fc0d2180-fb9e-424b-8490-440739228aa1
Tropicalisimo,Album,Peregoyo y su Combo Vacaná,1989,"salsa, latin, cumbia, porro",7f57afb1-54bc-4c3b-9fe2-b9339cf7e294
Empezando a vivir,Album,Jerry Rivera,1989,"salsa, latin",225dd810-9040-40fd-9045-442bc3bfc76b
No pido revancha / Noches felices,Single,Palo Santo,1989,"salsa, latin, cumbia",50317f6d-eff2-4f09-b499-90229b0d7e5a
Opus de salsa,Album,Salsa Picante,1989,"salsa, latin",08d57f70-5155-4795-89a6-4a92ad7e3618
Top Secrets,Album,Willie Colón,1989,"pop, salsa, latin",25047a6e-7f1c-4780-afdc-29f629ff4e1f
Ahora es..!,Album,Milly,1989,"pop, salsa, latin, merengue",f60c9ea7-b7a6-4662-b3d7-87402e129cda
La primorosa,Album,Lucho Campillo,1989,"salsa, latin, cumbia, porro",7932f4de-0ff9-48e0-a23d-10f301ea9ec5
Grandes éxitos,Album,Grupo Niche,1989,"salsa, latin",bee2ba9b-34cb-43fb-982a-4f40bfca652a
Regresó Naty,Album,Naty,1989,"salsa, latin",54bf4aae-400f-4715-a0f5-35fb45302f4d
Amantes secretos,Album,Camilo Azuquita,1989,"salsa, latin, bolero, guaguancó",76d2eb2f-f6fb-4abc-be69-32382356b317
Mis amores,Album,José Alberto,1989,"salsa, latin",22d2052b-b3ce-4ef5-810e-c6fe9e944fdf
Los Brujos del Son,Album,Los Brujos del Son,1989,"salsa, latin",7b40bba4-e7e6-45db-8270-31662195c1d2
Kim de los Santos,Album,Kim de los Santos,1989,"salsa, latin",2c7f40a1-7438-436a-b8af-baaae8bdfb94
La rumba del planeta,Album,Edgar Moncada,1989,"salsa, latin",d94a1b49-3383-46db-897a-f4aa2226e2c8
Live!,Album,Rubén Blades,1990,"jazz, salsa, latin",b55e2c84-29b6-406a-a4c4-e34488cf5f7e
Tito Puente Presents Millie P.,Album,Millie Puente,1990,"salsa, latin, descarga",a10f2d90-88d9-46c0-97b5-a91157e2e5e9
Eso quisiera / Nunca,Single,La Banda de las Estrellas,1990,"salsa, latin, cumbia, porro",38ceaf77-6a14-4728-b0a8-98e79945a449
Sensaciones,Album,Ray Castro,1990,"salsa, latin",399b1f26-c9fa-4fe5-88ba-706f635af240
Los feelings de Cheo,Album,Cheo Feliciano,1990,"salsa, latin, bolero",5f151218-2644-438f-baa1-0792ccf2dde3
Cielo de tambores,Album,Grupo Niche,1990,salsa,c5181192-e72b-49d7-8f22-bcfd432164c4
Abriendo puertas,Album,Jerry Rivera,1990,"salsa, latin",0ffd9aa7-1eba-497b-90f3-f4624a6e1dc2
Punto de vista,Album,Gilberto Santa Rosa y su Orq.,1990,salsa,eecb4817-8a4d-420f-8a41-ce870411a93d
Camagüey,Album,Camagüey,1990,"salsa, latin",64644c97-b305-4247-b92e-673cb6e9305b
"Aquellas lindas melodías, vol 2",Album,Various Artists,1990,"salsa, latin, bolero",b22d96bd-416a-4a76-aa62-35792506bdd9
Salsa caliente del Japón,Album,Orquesta de la Luz,1990,"salsa, latin",4ec9a5fc-34a8-4114-bb63-df030f3fcc55
Color americano,Album,Willie Colón,1990,"salsa, latin",247ec784-de61-4575-866e-a1004363ca75
Siempre hay un ojo que te ve,Album,Juan Carlos Alfonso y su Dan Den,1990,"pop, salsa, ballad, latin",db5e6b05-1c6b-42e8-b2e1-24edfdf502da
Superbailables,Album,Grupo Mamduko,1990,"salsa, latin, merengue, cumbia",
La pachanga se baila así,Album,Joe Quijano y Su Conjunto,1990,"salsa, latin, pachanga",2bed578b-c96c-478c-82cd-985bdcb9bfc0
Ven Devórame Otra Vez,Single,Azúcar Moreno,1990,"pop, salsa",
Éxitos y álgo más,Album,Oscar D’León,1990,"pop, samba, salsa, latin",aca8119c-6dc3-40d5-859a-4e8e642d1660
Salsa en la Calle 8 '91,Album,Various Artists,1991,"salsa, latin, guaguancó",54750a69-a117-4eda-81ac-e468e763dac1
Una aventura,Single,Grupo Niche,1991,"salsa, latin",d256ff66-c50e-4f34-b730-1cbdc4131152
Perspectiva,Album,Gilberto Santa Rosa,1991,salsa,20715764-e21d-47e3-872a-f9a234bde82e
Cada vez con más clase,Album,Chantelle,1991,"salsa, latin, merengue",e5c639c9-624f-4bfc-8d4c-28750a49c753
Llegando al 100%,Album,Grupo Niche,1991,"salsa, latin pop, latin",a8d00400-77cf-45a5-b236-e58b47cebda3
Solo salsa,Album,Nelson Díaz y la Constelación,1991,"salsa, latin",daaf4dc7-bfcb-4e6e-9e42-feb77edd0d77
From Cali with Love,Album,Moncho Santana,1991,salsa,3f4c0756-0def-44d0-b3d8-0c1b8489bbd6
Macho Pérez,Album,Héctor Tricoche,1991,"pop, salsa, latin",97b492e3-d07e-4fe5-8010-6116e3194460
Mulata Tú,Album,Camagüey,1991,"salsa, latin",cd4ac23d-3406-4958-bb49-fc87ebb679c5
Soy el mismo,Album,Eddie Santiago,1991,"salsa, latin, salsa romantica",619a48e9-bee3-4263-bb51-02c9a3019e79
Mi salsa tiene sandunga,Album,Elio Revé y su Charangón,1991,"salsa, latin",4e11053b-2d92-401e-bc34-328218d69fe1
Salsa no tiene frontera,Album,Orquesta de la Luz,1991,"salsa, latin",af653387-92fa-4f5d-860b-8cd8448f515b
El super congo: La guerra de los callados,Album,Joe Arroyo,1991,"salsa, latin, cumbia",2218b285-47ac-45a1-b6ac-fd8992fa3302
5 años aferrados al sabor,Album,Guayacán Orquesta,1991,salsa,8463344b-2ccd-4dfd-8bce-ab44a22fe956
Carabali II,Album,Carabalí,1991,"salsa, latin",
Viva Salsa! 44 Hot Salsa Tracks,Album,Various Artists,1991,"salsa, latin",04694962-75d5-47d0-a986-5b85791bb34d
Sabor en pasta,Album,Wilson Saoco,1991,salsa,c1e3c4ee-5614-4cdb-a1b7-ac510ebcc94e
Salsa Picante Live,Album,Salsa Picante,1991,"salsa, latin",0d15a31b-243b-4907-b05e-4a8f1f222319
Sin fronteras (サルサに国境はない),Album,Orquesta de la Luz,1991,"salsa, latin",38bfeb8c-4fc6-4c8d-b30e-becfa47712c1
Mambo Gee Gee,Album,Tito Rodriguez And His Orchestra,1992,"salsa, latin, mambo",
Mambos With Puente,Album,Tito Puente and His Orchestra,1992,"salsa, latin, mambo",5c738e86-93c8-4006-81de-81fb9173ef39
Dando la hora,Album,Issac Delgado,1992,"salsa, latin, timba",1833418c-71af-45fb-a25c-ad3e93cbe4be
Derroche,Album,Aldo Matta,1992,"pop, salsa, latin",95802a84-1d4f-40fe-8e74-38c81f3ab703
Bailando salsa,Single,Mecano,1992,"pop, salsa, latin",
Somos diferentes,Album,Orquesta de la Luz,1992,"salsa, latin",cc744605-02fd-49bf-90a0-9885115b4180
Personalidad: 20 éxitos,Album,La Sonora Santanera,1992,"salsa, latin, mambo",dbab1fc4-ac0b-41c4-85ec-051ddaa8c6f6
Lo más caliente de Cuba,Album,Various Artists,1992,"salsa, latin, merengue",
LatinoAmericano,Album,"Hansel Martínez ""El Gato"" y la Orquesta Calle Ocho",1992,"pop, salsa, latin",
El rey de los soneros,Album,Oscar D’León,1992,"salsa, latin",cf87384d-2f74-4a72-924d-8537691c2b67
Cuenta conmigo,Album,Jerry Rivera,1992,salsa,054a4be4-bb24-4e5a-8425-ef86711ca68f
... La historia continua,Album,Frankie Ruiz,1992,"salsa, latin",ba00fc1c-4ad0-4f6e-a6ec-933f656f1bf7
Los soneros de Ponce,Album,Cheo Feliciano,1992,"jazz, salsa, latin, descarga",16de08cd-9831-4658-9cc2-4eb03e9618a2
Café Latino,Album,Cafe Latino,1992,"salsa, latin",7fff0298-0e8b-4204-a059-635103c58633
En el tope,Album,Edgar Joel y su Orquesta,1992,"salsa, latin",31b34c88-3efb-4570-8069-0ffda9a2efaa
Llegó la India via Eddie Palmieri,Album,India,1992,salsa,6da1f984-eba1-4ff1-8ca8-242e2e20c49e
Loco de amor,Album,Nino Segarra,1992,salsa,f12bde1f-4c83-44bc-8337-47043e1a30f3
Un tipo típico y sus éxitos,Album,Willy Chirino,1992,"salsa, latin",bd0a9d44-437d-46ac-b905-b4722b7901af
Patios Batelles Y Callejones / Cataclismo,Single,Rey Reyes,1992,"salsa, latin",9b3719aa-6144-4702-80b4-6a32fcea7342
Soy esa mujer / Dime que te pasa,Single,Orquesta de la Luz,1992,"salsa, latin",f8921c0a-d22c-4b5d-a8a5-afa5d18eb370
The Best,Album,Rubén Blades,1992,"salsa, latin",71b29bdf-a518-49d8-b18f-1d754bd1e98d
A dos tiempos de un tiempo,Album,Gilberto Santa Rosa,1992,salsa,627cce95-5cb0-46be-ab1c-e209e750c9fa
30 aniversario: Bailando con el mundo,Album,El Gran Combo de Puerto Rico,1992,"salsa, latin",67af202e-2a02-495d-89d6-9cb29fba2808
Hector's Gold,Album,Héctor Lavoe,1992,"salsa, latin",622d7149-c052-42ba-9916-2710737aa48c
De vuelta en la trampa,Album,Lalo Rodríguez,1992,"salsa, latin, salsa romantica",cc50b9fe-e120-4fb3-b0d8-2d211d01a9db
Miami Band,Album,Miami Band,1992,"salsa, latin, merengue, boogaloo",ce4a573a-eea9-46df-840c-bf97b188e362
Mi libertad,Album,Frankie Ruiz,1992,"salsa, latin, salsa romantica",8455aa92-0635-4171-a7a7-dada1c63f6f8
Me Tienes Sufriendo,Album,Viti Ruiz,1993,"pop, salsa, latin",49e9c973-1f5e-4b7b-ba84-3902e1f6eebb
Rompecabeza: The Puzzle,Album,Tito Nieves,1993,"salsa, latin, salsa romantica",6a54cdbd-129b-43b0-80b3-d4666db990c9
Otra nota,Album,Marc Anthony,1993,"pop, salsa, latin, salsa romantica",e6b72989-1429-4009-b37a-6d1c0ce24416
Tropicana baile con...,Album,Various Artists,1993,"salsa, latin, mambo",75575d74-edc1-4c3e-ba52-e94b8274986c
"Cada vez, otra vez",Album,Eddie Santiago,1993,"salsa, latin, salsa romantica",41dd4df5-8408-433f-8f6c-2e615ea0ba48
12 años,Album,Grupo Niche,1993,"salsa, latin pop, latin",64e34595-5c30-443d-b3fc-d2cf206d841c
Oye latino,Album,Victor Hugo,1993,"salsa, latin",29f2c6af-d626-4f02-80ec-49a4139bae18
16 grandes éxitos de salsa,Album,Fruko y sus Tesos,1993,"salsa, latin",83337dba-c927-4afd-9764-e65c6ad72266
Échale limón,Album,NG La Banda,1993,"salsa, latin",4daf98f8-5fd1-4893-a5ec-c72772619b8e
Charanga con un toque de son,Album,"Hansel Martínez ""El Gato"" y la Orquesta Calle Ocho",1993,"salsa, latin",ce163124-eba3-4632-82de-4d72c3035109
"La salsa de hoy, volumen 2",Album,Various Artists,1993,"pop, salsa, latin",dbe36135-8d3e-4e53-99fd-0d7212161a60
Nace aquí,Album,Gilberto Santa Rosa,1993,salsa,567b22b9-4259-462d-a51d-51d43e1ebb5f
Dancing Wet (Bailando mojao),Album,Los Van Van,1993,"salsa, latin, merengue, timba",968f4d88-f4b3-4b29-acb0-8748f6c261d1
Vol.1: Trovador,Album,Africando,1993,"salsa, latin",b99fd2c1-85a3-4834-a21d-fa9094d2611c
Hecho en Puerto Rico,Album,Willie Colón,1993,"salsa, latin",558edc88-bfde-45d3-8c5b-2419daf3ff27
A verso y golpe,Album,Guayacán Orquesta,1993,"salsa, latin",82066033-5350-4126-ba56-b941026821aa
Live In Japan,Album,NG La Banda,1993,"salsa, latin, timba",80589cca-3559-4097-a312-d728ee1726b3
La historia de la luz,Album,Orquesta de la Luz,1993,"salsa, latin",37b7bb2b-afdf-428a-880f-03058d2bc2fe
La aventura,Album,Orquesta de la Luz,1993,"salsa, latin",4518bbc4-7e20-4faf-bd68-e4495d592c6a
Intensamente,Album,Eddie Santiago,1993,"salsa, latin",ca7cc67c-39c1-496c-a578-c0bc81a76bb0
Tradición clásica,Album,Willie Rosario,1993,"salsa, latin",1eb1a6b6-6fd7-4d73-9a0b-47c44899c3f0
Un alto en el camino,Album,Grupo Niche,1993,"salsa, latin pop, latin",2b6633da-7080-454d-8cf1-9ba5600de5f7
Salsa international,Album,Camilo Azuquita,1994,"salsa, latin",64fac591-77fe-4a49-9741-086b4e2a427b
Dicen que soy,Album,India,1994,"pop, salsa, latin, salsa romantica",6b66adf4-b309-46c3-ae5f-0821040b1b66
Como debe ser,Album,Orquesta Canela,1994,"salsa, latin",4c5484c7-d393-499f-8fd7-e200540034cc
El chévere de la salsa / El caballero del son,Album,Issac Delgado,1994,"salsa, latin",f4b0037b-15b2-4866-b722-919d475977d1
Irresistible,Album,Celia Cruz,1994,"salsa, latin, rumba",31a46ea4-9759-4ce5-b47b-dc511968c999
Familia RMM en vivo,Album,Familia RMM,1994,"salsa, latin",0ddc88f0-a111-4204-b126-7c470c139388
La que manda,Album,José Luis Cortés,1994,"salsa, latin, timba",5c810357-680d-4fba-b3d1-7fd5d602f156
Mimi Ibarra,Album,Mimi Ibarra,1994,"salsa, latin",6a03a9ce-2e2d-4770-a5bf-c995eb75408c
Lo nuevo & lo mejor,Album,Jerry Rivera,1994,"salsa, latin",99190dff-ed1c-4d1e-a824-1d6524ab21c9
Nací para cantar,Album,Lalo Rodríguez,1994,"salsa, latin, salsa romantica",e6b5627f-9a26-40b0-9b78-01e9f7b3d9c3
Familia RMM: Combinación perfecta,Album,Various Artists,1994,"salsa, latin",98a10936-89be-49ad-b588-16651434ae2f
Salsa colombiana,Album,Various Artists,1994,"salsa, latin, cumbia",acff3728-3616-498e-981a-c8f1158478bc
Oro salsero: 20 éxitos,Album,Frankie Ruiz,1994,"salsa, latin",956b7854-59cb-40e2-ace5-9e9779830c26
Brillantes,Album,Grupo Niche,1994,"salsa, latin pop, latin",9fa8219f-e2d8-4c3a-9084-28df8711c9ad
Vamos a guarachar,Album,Celia Cruz,1994,"salsa, latin, guaracha, guajira",76c56457-4b33-4e2a-9308-540610771382
La bruja,Album,NG La Banda,1994,"salsa, latin, timba",6cc9142b-9db3-4551-b2b8-aa42b74c219f
Volume 2: Tierra Tradicional,Album,Africando,1994,"salsa, latin",b54dc54b-586f-4d02-8037-ac549c3b9da5
Salsa Magic,Album,Various Artists,1994,"salsa, latin, rumba",2e584304-e210-4176-be67-0b173f3de835
The Best,Album,Grupo Niche,1994,"salsa, latin pop, latin",189b4155-2a35-48b3-aaf1-ac989eb54498
Guaco es Guaco,Album,Guaco,1994,"salsa, latin",1131dbf4-b0b3-4e4b-abe4-e27600a2f52a
El timbal,Album,Tito Puente,1994,"jazz, salsa, latin, mambo",65249fc0-7a1c-4e13-8a7f-508dcc038033
Salsa Mania!,Album,Various Artists,1994,"salsa, latin",2f4ecc7c-449a-4f4e-97ca-924a04c86213
A Mi Puerto Rico,Album,Rafael de Jesús,1995,"salsa, latin",030da1bc-45ff-455a-8b76-b5c769ce3123
Tras la tormenta,Album,Willie Colón,1995,"salsa, latin",4d903165-9461-4e1d-83dc-b227bdb1dd32
Marcando la diferencia,Album,Guayacán Orquesta,1995,"salsa, latin",5b13ad3a-0768-4560-a7f8-ede7873e80fd
Salsa en la Calle 8 '95,Album,Various Artists,1995,"salsa, latin",7372e7c7-e95c-497a-aff6-6fe96deb63e6
El titán de la salsa,Album,Alberto Barros,1995,"salsa, latin",52b12dba-44ed-4481-aa21-ae55544bc830
No juegues más con mi amor,Album,Edgar Joel,1995,"salsa, latin",243f9cfb-1a05-4a6f-bf11-c9d194f053e7
Huellas del pasado,Album,Grupo Niche,1995,"salsa, latin pop, latin",08fa17a3-cd21-4883-ad84-d19ad3a02478
Sólo para ti,Album,Checo Acosta,1995,"salsa, latin, colombia",7ed3b1d0-a247-4b0b-a6b0-9be6a2f62240
"Canta la música cubana, vol. 2",Album,Oscar D’León,1995,"salsa, latin",
Todo a su tiempo,Album,Marc Anthony,1995,"salsa, latin, salsa romantica",d0d68ee7-bc05-48f4-894d-06091f952b85
The Best of Ray Barretto / Lo mejor de Ray Barretto,Album,Ray Barretto,1995,salsa,31cb0ebd-0366-4133-8c14-5151437b258b
Cuba: La isla del tesoro,Album,Various Artists,1995,"salsa, latin",67fda6de-a3fd-4b30-a518-94c861279be3
Sabor de la luz,Album,Orquesta de la Luz,1995,"salsa, latin",fc224900-1709-42e1-9c95-6f573196a9e6
"Top Latino Dance Music, Volume 3: Salsa de Cuba!",Album,Various Artists,1995,"salsa, latin",ae1db788-82b8-45d9-9658-adbe07b0d791
En vivo desde el Carnegie Hall,Album,Gilberto Santa Rosa,1995,salsa,4f762be2-c02a-4664-8c66-3c2f7babce95
Live in Puerto Rico,Album,Fania All-Stars,1995,salsa,573753db-417a-4a13-9c9a-745390119dfd
